0.497383,0.497382,0.497382,0.497382,0.000000,0.495320,0.495320,0.495320,0.000000,0.495311,0.495301,0.495278,0.495296,0.495296,0.495278,0.500198,0.500192,0.500192,0.500192,0.500195,0.000000,0.495287,0.495296,0.498838,0.000000,0.495296,0.497383,0.497383,0.497383,0.497383,0.497383,0.000000,0.495287,0.495287,0.495287,0.495278,0.000000,0.495287,0.495296,0.495296,0.495296,0.497383,0.497383,0.497381,0.497381,0.497381,0.497381,0.497382,0.000000,0.495311,0.495320,0.495301,0.497382,0.497382,0.497382,0.497381,0.497381,0.497382,0.497382,0.497382,0.497383,0.497382,0.497382,0.000000,0.495299,0.497382,0.497382,0.497382,0.498837,0.498837,0.000000,0.495308,0.495308,0.495299,0.495299,0.495299,0.495299,0.495299,0.495308,0.500189,0.500186,0.500186,0.500186,0.500189,0.500189,0.000000,0.495299,0.498837,0.498836,0.498836,0.498837,0.498838,0.498838,0.498838,0.498838,0.498838,0.498838,0.000000,0.495278,0.495287,0.495287,0.500195,0.500195,0.500195,0.500198,0.000000,0.495278,0.495278,0.497383,0.497383,0.000000,0.495278,0.495278,0.495278,0.495287,0.495287,0.495278,0.495278,0.495278,0.495287,0.495278,0.495287,0.495287,0.500195,0.500195,0.500195,0.500198,0.000000,0.495296,0.495296,0.498838,0.498838,0.498838,0.498838,0.498838,0.498837,0.498835,0.498835,0.498835,0.498835,0.000000,0.495320,0.497382,0.497381,0.497382,0.497382,0.497382,0.497382,0.497382,0.000000,0.495308,0.497383,0.497383,0.497383,0.497383,0.497382,0.497382,0.497382,0.497383,0.497383,0.497383,0.497383,0.497382,0.497383,0.000000,0.495308,0.500186,0.500186,0.500186,0.500186,0.500186,0.500186,0.500186,0.500186,0.500192,0.000000,0.495308,0.497382,0.497383,0.497383
0.497382,0.497382,0.497382,0.497382,0.497381,0.497382,0.497381,0.497382,0.497381,0.497381,0.497381,0.497382,0.497383,0.497382,0.497383,0.497382,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.000000,0.495287,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.000000,0.495287,0.495287,0.495287,0.495278,0.500192,0.000000,0.495278,0.495278,0.495278,0.495287,0.498838,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498837,0.498837,0.498836,0.000000,0.495308,0.495290,0.000000,0.495308,0.495299,0.495308,0.497383,0.497383,0.497383,0.498836,0.000000,0.495308,0.495308,0.495299,0.495308,0.497382,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497382,0.497382,0.000000,0.495296,0.500192,0.500192,0.000000,0.495278,0.000000,0.495287,0.495287,0.495287,0.498838,0.000000,0.495287,0.500192,0.500195,0.500195,0.500195,0.500198,0.500198,0.500198,0.500195,0.000000,0.495287,0.495278,0.495278,0.497382,0.497383,0.497382,0.497382,0.000000,0.495278,0.495278,0.495278,0.495278,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.497383,0.000000,0.495296,0.498838,0.498838,0.498836,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498835,0.498836,0.498837,0.498836,0.498836,0.498836,0.500186,0.000000,0.495308,0.495308,0.500186,0.500186,0.500186,0.500186,0.000000,0.495290,0.495290,0.495290,0.500186,0.500186,0.500186,0.500186,0.500186,0.500186,0.500192,0.500192,0.000000,0.495308,0.495308,0.495290,0.495290,0.498837,0.498836,0.498837,0.000000,0.495308,0.495308
0.497588,0.497586,0.497586,0.497587,0.497587,0.497586,0.000000,0.495576,0.500433,0.500433,0.000000,0.495548,0.495541,0.500440,0.500443,0.500443,0.500443,0.500440,0.500443,0.500441,0.000000,0.495548,0.495556,0.495548,0.495548,0.495556,0.499049,0.499050,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499050,0.499050,0.499050,0.000000,0.495568,0.495568,0.495576,0.497587,0.497587,0.497586,0.497587,0.497587,0.497586,0.497586,0.497586,0.497586,0.497586,0.497586,0.497586,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.000000,0.495566,0.495566,0.495566,0.500437,0.500438,0.000000,0.495566,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497588,0.497587,0.497588,0.497588,0.497588,0.000000,0.495541,0.499050,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.000000,0.495541,0.495556,0.495548,0.495548,0.495556,0.499049,0.499050,0.499050,0.497588,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.000000,0.495566,0.495566,0.495566,0.495566,0.495566,0.495550,0.495550,0.495550,0.495566,0.495566,0.499048,0.499049,0.499049,0.499048,0.499049,0.499049,0.499049,0.499049,0.499049,0.499048,0.499048,0.499049,0.499049,0.499049,0.499049,0.499048,0.499049,0.499049,0.000000,0.495566
0.498898,0.498892,0.498892,0.498896,0.498892,0.498892,0.498892,0.498896,0.498896,0.000000,0.495488,0.498902,0.498898,0.498898,0.498900,0.498898,0.498898,0.000000,0.495485,0.495478,0.000000,0.495478,0.495485,0.500301,0.500301,0.500301,0.500301,0.500301,0.500301,0.500301,0.500301,0.000000,0.495478,0.495478,0.495478,0.495478,0.495471,0.495485,0.495478,0.495478,0.495478,0.495471,0.495478,0.497425,0.000000,0.495502,0.495488,0.495502,0.495495,0.495495,0.497425,0.497427,0.497427,0.497427,0.497427,0.497423,0.497423,0.497423,0.000000,0.495493,0.495493,0.495493,0.495480,0.495480,0.495487,0.495487,0.497428,0.497426,0.497428,0.497426,0.497428,0.497428,0.497428,0.497426,0.497426,0.497428,0.497428,0.497426,0.497426,0.497428,0.497426,0.497428,0.497426,0.497426,0.000000,0.495493,0.495487,0.497426,0.497430,0.497430,0.497430,0.497434,0.497430,0.497430,0.497430,0.497434,0.497434,0.497434,0.497430,0.497432,0.000000,0.495471,0.495485,0.495471,0.495478,0.000000,0.495471,0.495471,0.495471,0.495471,0.495471,0.497434,0.497432,0.497434,0.497434,0.497434,0.497432,0.497432,0.497434,0.497434,0.497434,0.497434,0.497434,0.497434,0.000000,0.495478,0.495478,0.500301,0.500298,0.500298,0.500298,0.500298,0.000000,0.495478,0.497430,0.497426,0.497425,0.497425,0.497423,0.497423,0.497423,0.497423,0.497423,0.497423,0.497426,0.497426,0.497426,0.497426,0.497426,0.497428,0.497426,0.497430,0.497426,0.497430,0.497426,0.497426,0.497426,0.497430,0.497430,0.497426,0.500292,0.500292,0.500292,0.500292,0.500292,0.000000,0.495493,0.495493,0.495493,0.495493,0.498895,0.000000,0.495480,0.495493,0.495493,0.495493,0.495493,0.497426,0.497426,0.497430
0.495526,0.495530,0.495530,0.495530,0.498983,0.498983,0.498983,0.000000,0.495537,0.498984,0.498984,0.498987,0.498987,0.498987,0.498987,0.498986,0.498986,0.000000,0.495526,0.495519,0.498986,0.000000,0.495526,0.498987,0.498987,0.498986,0.498986,0.498987,0.000000,0.495519,0.495519,0.495519,0.495519,0.495519,0.498987,0.498987,0.498987,0.000000,0.495511,0.497523,0.497522,0.497523,0.497522,0.497519,0.497518,0.497518,0.497518,0.497518,0.500372,0.500372,0.500374,0.500377,0.500377,0.500377,0.500377,0.500377,0.000000,0.495530,0.495521,0.495521,0.495521,0.500381,0.500376,0.500381,0.500378,0.500378,0.500378,0.500376,0.500376,0.500378,0.500376,0.500378,0.500378,0.500378,0.500378,0.500376,0.000000,0.495535,0.495535,0.495535,0.495535,0.495535,0.495535,0.497520,0.497520,0.497520,0.497520,0.497521,0.497520,0.497520,0.497520,0.497523,0.497523,0.497523,0.497521,0.497523,0.497522,0.497522,0.497522,0.497521,0.497521,0.497521,0.497523,0.497523,0.497521,0.497523,0.497523,0.497523,0.497523,0.497522,0.497523,0.497523,0.497523,0.497523,0.497523,0.497523,0.497523,0.000000,0.495519,0.495511,0.495511,0.495511,0.495511,0.495511,0.495519,0.495511,0.495511,0.495526,0.495526,0.500383,0.500383,0.500380,0.500383,0.500383,0.000000,0.495528,0.495537,0.495545,0.495537,0.495545,0.495537,0.495545,0.495545,0.497518,0.497520,0.497520,0.000000,0.495535,0.495535,0.500378,0.500378,0.500376,0.000000,0.495521,0.495535,0.495535,0.498984,0.498984,0.498984,0.498984,0.498986,0.498986,0.000000,0.495535,0.500376,0.500376,0.500376,0.000000,0.495535,0.495535,0.495521,0.495535,0.500376,0.500381,0.000000,0.495521,0.498984,0.000000,0.495535,0.495535
0.497306,0.497301,0.000000,0.495284,0.495266,0.000000,0.495284,0.495284,0.495275,0.495266,0.495266,0.497306,0.000000,0.495253,0.495253,0.498767,0.000000,0.495253,0.495244,0.495244,0.495253,0.498766,0.498766,0.498766,0.498766,0.498766,0.498766,0.498764,0.498766,0.498766,0.498766,0.498766,0.498766,0.498766,0.498766,0.000000,0.495253,0.495244,0.000000,0.495253,0.495262,0.497306,0.497306,0.497301,0.497302,0.497303,0.497301,0.497301,0.497302,0.497302,0.000000,0.495266,0.500118,0.500118,0.500109,0.500118,0.500118,0.497303,0.497305,0.497303,0.497303,0.497303,0.497304,0.497304,0.497304,0.497304,0.497304,0.497303,0.497303,0.497303,0.497303,0.497303,0.497303,0.000000,0.495273,0.495273,0.495264,0.495273,0.495273,0.495264,0.495264,0.495273,0.497304,0.497304,0.497304,0.497304,0.497304,0.497303,0.497303,0.497303,0.497303,0.497306,0.497307,0.497306,0.497306,0.497307,0.497307,0.497306,0.497306,0.497306,0.497306,0.497306,0.497306,0.497306,0.497306,0.497307,0.497307,0.497306,0.497307,0.497307,0.497307,0.497306,0.497307,0.497307,0.497307,0.497307,0.497306,0.497307,0.000000,0.495253,0.497306,0.498767,0.498767,0.498767,0.498767,0.498767,0.498767,0.498766,0.498764,0.498766,0.498764,0.498764,0.498764,0.498764,0.498764,0.498761,0.498758,0.000000,0.495284,0.495284,0.498758,0.498758,0.498758,0.498758,0.498761,0.498761,0.498761,0.498761,0.498763,0.000000,0.495273,0.495273,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498764,0.498761,0.498761,0.498764,0.498764,0.498761,0.498761,0.498761,0.498761,0.498761,0.498764,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761,0.498761
0.498986,0.498983,0.498983,0.498983,0.498983,0.498984,0.498984,0.498983,0.498983,0.498983,0.498984,0.498987,0.498986,0.498987,0.498987,0.498987,0.498986,0.498986,0.498986,0.000000,0.495519,0.495526,0.497521,0.497521,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497522,0.497523,0.497523,0.497523,0.497522,0.497523,0.497521,0.497523,0.497519,0.497519,0.497519,0.497519,0.497518,0.497519,0.497519,0.497519,0.497519,0.497519,0.497518,0.497519,0.497519,0.497519,0.497519,0.497521,0.497520,0.500381,0.500378,0.500381,0.500381,0.500381,0.500376,0.500378,0.500376,0.500378,0.500378,0.000000,0.495528,0.495535,0.495535,0.495535,0.498984,0.498984,0.498984,0.000000,0.495535,0.495535,0.498984,0.498984,0.498985,0.498985,0.498984,0.498984,0.498986,0.498986,0.498984,0.498985,0.498987,0.498987,0.000000,0.495526,0.495511,0.495519,0.495519,0.497522,0.497521,0.497523,0.497523,0.497523,0.497521,0.497521,0.497523,0.497523,0.497522,0.000000,0.495519,0.495511,0.500385,0.500385,0.500383,0.500385,0.500385,0.500385,0.500383,0.500385,0.500383,0.500383,0.500385,0.500385,0.500385,0.500383,0.500385,0.500385,0.500385,0.500380,0.500380,0.500380,0.000000,0.495526,0.495526,0.500380,0.500376,0.500372,0.500372,0.497518,0.000000,0.495545,0.495545,0.497518,0.497519,0.497520,0.497520,0.497520,0.497520,0.497520,0.497520,0.497520,0.497520,0.497520,0.497520,0.497521,0.497521,0.497520,0.497520,0.497520,0.497521,0.497520,0.497520,0.497520,0.497521,0.497520,0.497520,0.497520,0.497520,0.497520,0.000000,0.495521,0.495521,0.495535,0.495535,0.000000,0.495535,0.497520,0.497521,0.497520,0.497520
0.497588,0.497587,0.497587,0.497586,0.000000,0.495560,0.495576,0.495576,0.495568,0.495568,0.495576,0.495541,0.495548,0.495548,0.495548,0.495556,0.495556,0.499049,0.000000,0.495548,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497588,0.497587,0.500440,0.500436,0.500433,0.000000,0.495576,0.495560,0.000000,0.495560,0.495560,0.495560,0.495576,0.495576,0.499048,0.499048,0.499049,0.499048,0.499049,0.499049,0.499048,0.499048,0.499049,0.499049,0.499049,0.499049,0.499049,0.499049,0.000000,0.495566,0.495566,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.499049,0.000000,0.495558,0.495566,0.495566,0.495566,0.495566,0.499049,0.000000,0.495558,0.495550,0.495550,0.495550,0.495558,0.495541,0.495548,0.497587,0.497587,0.497587,0.497588,0.497588,0.497588,0.497587,0.497587,0.497587,0.497588,0.497588,0.497588,0.497588,0.497587,0.497587,0.497587,0.497588,0.497587,0.000000,0.495541,0.499049,0.499049,0.499049,0.499049,0.499049,0.000000,0.495541,0.495541,0.495541,0.495541,0.500441,0.000000,0.495548,0.495541,0.500443,0.499050,0.499050,0.499050,0.000000,0.495548,0.497588,0.497588,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.000000,0.495576,0.500433,0.500437,0.500437,0.500437,0.500437,0.500437,0.000000,0.495558,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.497587,0.000000,0.495550,0.495566,0.500437,0.500437,0.500437,0.500439,0.500437,0.500437,0.500437,0.500439,0.500439,0.500437,0.500437,0.500437,0.500439,0.500439,0.500439,0.500439,0.000000
0.497430,0.497423,0.497423,0.000000,0.495502,0.495502,0.497423,0.497423,0.497423,0.497427,0.497423,0.497432,0.497434,0.497432,0.500298,0.500298,0.497430,0.497430,0.000000,0.495485,0.495478,0.495478,0.495478,0.495485,0.500298,0.000000,0.495485,0.495485,0.495478,0.495478,0.495478,0.497432,0.497432,0.497432,0.497432,0.497432,0.497434,0.497432,0.497430,0.497430,0.497434,0.497430,0.497432,0.497427,0.497427,0.000000,0.495488,0.495495,0.495495,0.495495,0.495495,0.495488,0.495502,0.495488,0.495488,0.498896,0.498896,0.498892,0.498895,0.498899,0.498899,0.498897,0.000000,0.495487,0.495487,0.495487,0.495487,0.495487,0.495493,0.500296,0.000000,0.495493,0.500296,0.500292,0.500292,0.500292,0.500292,0.500292,0.500296,0.500296,0.500292,0.500292,0.500292,0.500292,0.000000,0.495493,0.495493,0.495493,0.495480,0.495493,0.495480,0.495485,0.495478,0.495485,0.495471,0.495471,0.500305,0.000000,0.495485,0.498900,0.498900,0.498900,0.498898,0.498898,0.498900,0.498900,0.498902,0.000000,0.495471,0.495478,0.495471,0.498902,0.498902,0.498900,0.498900,0.498900,0.498900,0.000000,0.495478,0.495478,0.495478,0.498902,0.498902,0.498902,0.498902,0.498902,0.498902,0.498902,0.498900,0.000000,0.495485,0.497430,0.497432,0.497430,0.497430,0.500296,0.500287,0.500287,0.500290,0.000000,0.495495,0.000000,0.495502,0.495502,0.495487,0.495487,0.495487,0.497426,0.497426,0.497428,0.497428,0.497430,0.497426,0.497426,0.497426,0.497426,0.497430,0.497426,0.497426,0.497426,0.497426,0.497426,0.497430,0.000000,0.495493,0.495493,0.495493,0.497430,0.497426,0.497426,0.497426,0.500299,0.500292,0.500292,0.500292,0.000000,0.495493,0.495493,0.495480,0.497430
0.500305,0.500287,0.500294,0.500294,0.500287,0.000000,0.495502,0.495502,0.495495,0.495495,0.497423,0.497430,0.497430,0.497430,0.497434,0.497434,0.497434,0.497434,0.497434,0.497432,0.497432,0.497430,0.497432,0.497432,0.497432,0.497430,0.497430,0.497432,0.497432,0.497432,0.497432,0.497432,0.497432,0.497432,0.497432,0.497434,0.000000,0.495478,0.495478,0.495485,0.497430,0.497434,0.497432,0.000000,0.495488,0.495488,0.498894,0.498892,0.498896,0.498894,0.498896,0.498896,0.000000,0.495488,0.495502,0.495488,0.495488,0.500287,0.000000,0.495480,0.495480,0.500299,0.500299,0.500292,0.500296,0.500292,0.500292,0.500296,0.500292,0.500292,0.500292,0.000000,0.495487,0.495493,0.000000,0.495493,0.500292,0.000000,0.495487,0.500296,0.500292,0.500292,0.000000,0.495493,0.495493,0.495487,0.495487,0.495493,0.000000,0.495493,0.495487,0.495478,0.495478,0.495471,0.495485,0.495478,0.500298,0.000000,0.495478,0.495478,0.497432,0.497432,0.497430,0.000000,0.495471,0.498900,0.498902,0.498902,0.498902,0.000000,0.495471,0.495471,0.497434,0.497434,0.497434,0.497434,0.497434,0.497432,0.497434,0.497432,0.497434,0.497434,0.497434,0.497434,0.497434,0.000000,0.495471,0.495485,0.498900,0.498900,0.498898,0.498898,0.498898,0.498898,0.000000,0.495487,0.495495,0.495502,0.495495,0.495502,0.500287,0.500290,0.500290,0.500287,0.500296,0.500296,0.500292,0.500292,0.500292,0.000000,0.495493,0.498895,0.498895,0.498899,0.498899,0.498899,0.498895,0.498895,0.498895,0.498895,0.498895,0.498899,0.000000,0.495480,0.495493,0.497426,0.497426,0.000000,0.495480,0.495493,0.495493,0.498895,0.498899,0.498899,0.498899,0.498895,0.498895,0.498895,0.498895,0.498895
